journey_id,account_id,segment,region,industry,channel,funnel_stage,touch_position,total_touches,touch_timestamp,is_paid_channel,cost,converted,conversion_timestamp,days_to_conversion,revenue
576,180,Enterprise,North America,Fintech,google_search,consideration,2,5,2024-06-12 11:00:00,1,85.71,1,2024-07-12 13:00:00,30.08,156646.78
576,180,Enterprise,North America,Fintech,webinar,consideration,3,5,2024-06-16 14:00:00,1,189.91,1,2024-07-12 13:00:00,25.96,156646.78
576,180,Enterprise,North America,Fintech,email_nurture,decision,4,5,2024-06-23 13:00:00,1,12.88,1,2024-07-12 13:00:00,19.0,156646.78
576,180,Enterprise,North America,Fintech,retargeting,decision,5,5,2024-07-10 13:00:00,1,51.17,1,2024-07-12 13:00:00,2.0,156646.78
577,520,Enterprise,North America,Retail,organic_search,awareness,1,8,2024-06-03 09:00:00,0,0.0,0,,,0.0
577,520,Enterprise,North America,Retail,review_sites,consideration,2,8,2024-07-05 15:00:00,1,55.55,0,,,0.0
577,520,Enterprise,North America,Retail,webinar,consideration,3,8,2024-07-07 16:00:00,1,208.9,0,,,0.0
577,520,Enterprise,North America,Retail,google_search,consideration,4,8,2024-07-11 17:00:00,1,76.79,0,,,0.0
577,520,Enterprise,North America,Retail,direct,decision,5,8,2024-07-17 11:00:00,0,0.0,0,,,0.0
577,520,Enterprise,North America,Retail,retargeting,decision,6,8,2024-07-19 10:00:00,1,38.33,0,,,0.0
577,520,Enterprise,North America,Retail,partner_referral,decision,7,8,2024-07-20 13:00:00,1,182.32,0,,,0.0
577,520,Enterprise,North America,Retail,email_nurture,decision,8,8,2024-07-23 10:00:00,1,10.08,0,,,0.0
578,1341,Mid-Market,EMEA,SaaS,organic_search,awareness,1,5,2024-03-13 11:00:00,0,0.0,0,,,0.0
578,1341,Mid-Market,EMEA,SaaS,google_search,consideration,2,5,2024-03-21 11:00:00,1,84.95,0,,,0.0
578,1341,Mid-Market,EMEA,SaaS,webinar,consideration,3,5,2024-03-22 09:00:00,1,201.43,0,,,0.0
578,1341,Mid-Market,EMEA,SaaS,retargeting,decision,4,5,2024-04-16 16:00:00,1,46.54,0,,,0.0
578,1341,Mid-Market,EMEA,SaaS,partner_referral,decision,5,5,2024-05-30 14:00:00,1,281.5,0,,,0.0
579,516,SMB,North America,Manufacturing,linkedin_ads,awareness,1,3,2024-06-30 09:00:00,1,67.4,0,,,0.0
579,516,SMB,North America,Manufacturing,google_search,consideration,2,3,2024-07-08 15:00:00,1,93.28,0,,,0.0
579,516,SMB,North America,Manufacturing,partner_referral,decision,3,3,2024-07-14 16:00:00,1,170.04,0,,,0.0
580,1123,SMB,APAC,Manufacturing,organic_search,awareness,1,8,2024-06-07 13:00:00,0,0.0,0,,,0.0
580,1123,SMB,APAC,Manufacturing,linkedin_ads,awareness,2,8,2024-06-12 14:00:00,1,104.92,0,,,0.0
580,1123,SMB,APAC,Manufacturing,review_sites,consideration,3,8,2024-06-26 15:00:00,1,64.04,0,,,0.0
580,1123,SMB,APAC,Manufacturing,google_search,consideration,4,8,2024-07-09 14:00:00,1,82.0,0,,,0.0
580,1123,SMB,APAC,Manufacturing,webinar,consideration,5,8,2024-07-17 16:00:00,1,255.23,0,,,0.0
580,1123,SMB,APAC,Manufacturing,partner_referral,decision,6,8,2024-07-28 16:00:00,1,156.87,0,,,0.0
580,1123,SMB,APAC,Manufacturing,retargeting,decision,7,8,2024-07-31 14:00:00,1,33.49,0,,,0.0
580,1123,SMB,APAC,Manufacturing,email_nurture,decision,8,8,2024-08-08 17:00:00,1,12.41,0,,,0.0
581,1422,SMB,North America,Healthcare,linkedin_ads,awareness,1,4,2024-01-08 11:00:00,1,68.3,0,,,0.0
581,1422,SMB,North America,Healthcare,review_sites,consideration,2,4,2024-01-16 10:00:00,1,28.45,0,,,0.0
581,1422,SMB,North America,Healthcare,google_search,consideration,3,4,2024-01-24 11:00:00,1,53.96,0,,,0.0
581,1422,SMB,North America,Healthcare,direct,decision,4,4,2024-01-25 11:00:00,0,0.0,0,,,0.0
582,725,SMB,North America,SaaS,linkedin_ads,awareness,1,5,2024-02-06 13:00:00,1,59.69,0,,,0.0
582,725,SMB,North America,SaaS,webinar,consideration,2,5,2024-03-13 17:00:00,1,123.45,0,,,0.0
582,725,SMB,North America,SaaS,google_search,consideration,3,5,2024-03-30 17:00:00,1,69.67,0,,,0.0
582,725,SMB,North America,SaaS,review_sites,consideration,4,5,2024-05-09 15:00:00,1,64.36,0,,,0.0
582,725,SMB,North America,SaaS,partner_referral,decision,5,5,2024-05-14 09:00:00,1,191.67,0,,,0.0
583,1828,Enterprise,APAC,Healthcare,linkedin_ads,awareness,1,4,2024-05-05 15:00:00,1,77.26,0,,,0.0
583,1828,Enterprise,APAC,Healthcare,webinar,consideration,2,4,2024-05-17 10:00:00,1,228.39,0,,,0.0
583,1828,Enterprise,APAC,Healthcare,email_nurture,decision,3,4,2024-07-24 11:00:00,1,12.75,0,,,0.0
583,1828,Enterprise,APAC,Healthcare,direct,decision,4,4,2024-08-01 10:00:00,0,0.0,0,,,0.0
584,1436,Enterprise,North America,Manufacturing,linkedin_ads,awareness,1,8,2024-04-11 14:00:00,1,102.73,0,,,0.0
584,1436,Enterprise,North America,Manufacturing,webinar,consideration,2,8,2024-04-12 13:00:00,1,214.51,0,,,0.0
584,1436,Enterprise,North America,Manufacturing,review_sites,consideration,3,8,2024-04-15 14:00:00,1,57.35,0,,,0.0
584,1436,Enterprise,North America,Manufacturing,google_search,consideration,4,8,2024-04-18 13:00:00,1,93.63,0,,,0.0
584,1436,Enterprise,North America,Manufacturing,email_nurture,decision,5,8,2024-04-20 09:00:00,1,12.19,0,,,0.0
584,1436,Enterprise,North America,Manufacturing,retargeting,decision,6,8,2024-04-23 09:00:00,1,40.97,0,,,0.0
584,1436,Enterprise,North America,Manufacturing,partner_referral,decision,7,8,2024-05-06 15:00:00,1,283.12,0,,,0.0
584,1436,Enterprise,North America,Manufacturing,direct,decision,8,8,2024-05-13 13:00:00,0,0.0,0,,,0.0
585,845,SMB,North America,Manufacturing,organic_search,awareness,1,4,2024-04-06 16:00:00,0,0.0,1,2024-06-22 12:00:00,76.83,19017.94
585,845,SMB,North America,Manufacturing,review_sites,consideration,2,4,2024-06-06 11:00:00,1,25.23,1,2024-06-22 12:00:00,16.04,19017.94
585,845,SMB,North America,Manufacturing,webinar,consideration,3,4,2024-06-10 09:00:00,1,243.29,1,2024-06-22 12:00:00,12.12,19017.94
585,845,SMB,North America,Manufacturing,retargeting,decision,4,4,2024-06-19 12:00:00,1,53.61,1,2024-06-22 12:00:00,3.0,19017.94
586,797,Mid-Market,North America,Logistics,linkedin_ads,awareness,1,3,2024-07-03 11:00:00,1,98.64,1,2024-08-12 12:00:00,40.04,46705.71
586,797,Mid-Market,North America,Logistics,google_search,consideration,2,3,2024-07-15 13:00:00,1,58.78,1,2024-08-12 12:00:00,27.96,46705.71
586,797,Mid-Market,North America,Logistics,retargeting,decision,3,3,2024-08-07 12:00:00,1,35.54,1,2024-08-12 12:00:00,5.0,46705.71
587,1415,SMB,APAC,Manufacturing,organic_search,awareness,1,4,2024-03-22 09:00:00,0,0.0,0,,,0.0
587,1415,SMB,APAC,Manufacturing,webinar,consideration,2,4,2024-03-29 17:00:00,1,112.65,0,,,0.0
587,1415,SMB,APAC,Manufacturing,google_search,consideration,3,4,2024-04-02 12:00:00,1,76.17,0,,,0.0
587,1415,SMB,APAC,Manufacturing,retargeting,decision,4,4,2024-04-17 17:00:00,1,45.96,0,,,0.0
588,506,Mid-Market,EMEA,Fintech,organic_search,awareness,1,4,2024-05-28 17:00:00,0,0.0,0,,,0.0
588,506,Mid-Market,EMEA,Fintech,review_sites,consideration,2,4,2024-06-29 15:00:00,1,49.78,0,,,0.0
588,506,Mid-Market,EMEA,Fintech,partner_referral,decision,3,4,2024-06-30 15:00:00,1,146.57,0,,,0.0
588,506,Mid-Market,EMEA,Fintech,email_nurture,decision,4,4,2024-07-19 17:00:00,1,9.75,0,,,0.0
589,1040,SMB,North America,Fintech,linkedin_ads,awareness,1,6,2024-01-15 11:00:00,1,87.49,1,2024-03-03 12:00:00,48.04,21155.52
589,1040,SMB,North America,Fintech,review_sites,consideration,2,6,2024-01-26 13:00:00,1,69.2,1,2024-03-03 12:00:00,36.96,21155.52
589,1040,SMB,North America,Fintech,email_nurture,decision,3,6,2024-02-03 11:00:00,1,10.2,1,2024-03-03 12:00:00,29.04,21155.52
589,1040,SMB,North America,Fintech,retargeting,decision,4,6,2024-02-13 12:00:00,1,37.04,1,2024-03-03 12:00:00,19.0,21155.52
589,1040,SMB,North America,Fintech,direct,decision,5,6,2024-02-17 17:00:00,0,0.0,1,2024-03-03 12:00:00,14.79,21155.52
589,1040,SMB,North America,Fintech,partner_referral,decision,6,6,2024-02-25 12:00:00,1,129.88,1,2024-03-03 12:00:00,7.0,21155.52
590,597,Mid-Market,APAC,Fintech,linkedin_ads,awareness,1,3,2024-07-27 12:00:00,1,48.4,0,,,0.0
590,597,Mid-Market,APAC,Fintech,webinar,consideration,2,3,2024-07-30 11:00:00,1,115.07,0,,,0.0
590,597,Mid-Market,APAC,Fintech,retargeting,decision,3,3,2024-08-01 09:00:00,1,49.13,0,,,0.0
591,1970,Mid-Market,APAC,Logistics,linkedin_ads,awareness,1,8,2024-02-02 13:00:00,1,59.89,1,2024-03-27 10:00:00,53.88,23673.72
591,1970,Mid-Market,APAC,Logistics,review_sites,consideration,2,8,2024-02-06 09:00:00,1,59.11,1,2024-03-27 10:00:00,50.04,23673.72
591,1970,Mid-Market,APAC,Logistics,webinar,consideration,3,8,2024-02-11 12:00:00,1,112.87,1,2024-03-27 10:00:00,44.92,23673.72
591,1970,Mid-Market,APAC,Logistics,google_search,consideration,4,8,2024-02-25 17:00:00,1,85.12,1,2024-03-27 10:00:00,30.71,23673.72
591,1970,Mid-Market,APAC,Logistics,email_nurture,decision,5,8,2024-03-09 13:00:00,1,8.85,1,2024-03-27 10:00:00,17.88,23673.72
591,1970,Mid-Market,APAC,Logistics,retargeting,decision,6,8,2024-03-19 14:00:00,1,24.75,1,2024-03-27 10:00:00,7.83,23673.72
591,1970,Mid-Market,APAC,Logistics,partner_referral,decision,7,8,2024-03-21 12:00:00,1,194.01,1,2024-03-27 10:00:00,5.92,23673.72
591,1970,Mid-Market,APAC,Logistics,direct,decision,8,8,2024-03-22 10:00:00,0,0.0,1,2024-03-27 10:00:00,5.0,23673.72
592,1554,Mid-Market,APAC,Logistics,linkedin_ads,awareness,1,6,2024-03-25 15:00:00,1,85.62,0,,,0.0
592,1554,Mid-Market,APAC,Logistics,organic_search,awareness,2,6,2024-03-26 15:00:00,0,0.0,0,,,0.0
592,1554,Mid-Market,APAC,Logistics,google_search,consideration,3,6,2024-04-07 13:00:00,1,41.03,0,,,0.0
592,1554,Mid-Market,APAC,Logistics,review_sites,consideration,4,6,2024-04-15 10:00:00,1,51.48,0,,,0.0
592,1554,Mid-Market,APAC,Logistics,direct,decision,5,6,2024-04-16 10:00:00,0,0.0,0,,,0.0
592,1554,Mid-Market,APAC,Logistics,email_nurture,decision,6,6,2024-04-19 09:00:00,1,15.07,0,,,0.0
593,172,Mid-Market,EMEA,Manufacturing,linkedin_ads,awareness,1,7,2024-01-28 12:00:00,1,103.62,0,,,0.0
593,172,Mid-Market,EMEA,Manufacturing,google_search,consideration,2,7,2024-02-20 13:00:00,1,39.36,0,,,0.0
593,172,Mid-Market,EMEA,Manufacturing,webinar,consideration,3,7,2024-02-26 17:00:00,1,115.21,0,,,0.0
593,172,Mid-Market,EMEA,Manufacturing,review_sites,consideration,4,7,2024-02-28 11:00:00,1,60.54,0,,,0.0
593,172,Mid-Market,EMEA,Manufacturing,direct,decision,5,7,2024-03-14 15:00:00,0,0.0,0,,,0.0
593,172,Mid-Market,EMEA,Manufacturing,retargeting,decision,6,7,2024-03-15 17:00:00,1,33.86,0,,,0.0
593,172,Mid-Market,EMEA,Manufacturing,email_nurture,decision,7,7,2024-04-10 15:00:00,1,8.36,0,,,0.0
594,96,Mid-Market,EMEA,Manufacturing,linkedin_ads,awareness,1,8,2024-03-03 17:00:00,1,81.62,0,,,0.0
594,96,Mid-Market,EMEA,Manufacturing,organic_search,awareness,2,8,2024-03-12 17:00:00,0,0.0,0,,,0.0
594,96,Mid-Market,EMEA,Manufacturing,webinar,consideration,3,8,2024-03-17 11:00:00,1,175.47,0,,,0.0
594,96,Mid-Market,EMEA,Manufacturing,google_search,consideration,4,8,2024-04-15 15:00:00,1,46.09,0,,,0.0
594,96,Mid-Market,EMEA,Manufacturing,review_sites,consideration,5,8,2024-04-25 09:00:00,1,25.58,0,,,0.0
594,96,Mid-Market,EMEA,Manufacturing,direct,decision,6,8,2024-04-28 13:00:00,0,0.0,0,,,0.0
594,96,Mid-Market,EMEA,Manufacturing,retargeting,decision,7,8,2024-05-20 10:00:00,1,38.05,0,,,0.0
594,96,Mid-Market,EMEA,Manufacturing,email_nurture,decision,8,8,2024-05-29 17:00:00,1,13.57,0,,,0.0
595,1650,Mid-Market,North America,SaaS,organic_search,awareness,1,4,2024-03-27 14:00:00,0,0.0,0,,,0.0
595,1650,Mid-Market,North America,SaaS,review_sites,consideration,2,4,2024-03-29 17:00:00,1,65.98,0,,,0.0
595,1650,Mid-Market,North America,SaaS,direct,decision,3,4,2024-03-31 10:00:00,0,0.0,0,,,0.0
595,1650,Mid-Market,North America,SaaS,email_nurture,decision,4,4,2024-05-09 16:00:00,1,5.26,0,,,0.0
596,1992,Mid-Market,EMEA,Healthcare,organic_search,awareness,1,3,2024-04-29 09:00:00,0,0.0,0,,,0.0
596,1992,Mid-Market,EMEA,Healthcare,google_search,consideration,2,3,2024-05-23 11:00:00,1,91.29,0,,,0.0
596,1992,Mid-Market,EMEA,Healthcare,direct,decision,3,3,2024-06-09 11:00:00,0,0.0,0,,,0.0
597,1402,SMB,EMEA,Fintech,linkedin_ads,awareness,1,6,2024-09-03 16:00:00,1,51.76,0,,,0.0
597,1402,SMB,EMEA,Fintech,organic_search,awareness,2,6,2024-09-08 11:00:00,0,0.0,0,,,0.0
597,1402,SMB,EMEA,Fintech,review_sites,consideration,3,6,2024-09-10 17:00:00,1,69.7,0,,,0.0
597,1402,SMB,EMEA,Fintech,direct,decision,4,6,2024-09-13 11:00:00,0,0.0,0,,,0.0
597,1402,SMB,EMEA,Fintech,google_search,consideration,5,6,2024-09-17 17:00:00,1,39.35,0,,,0.0
597,1402,SMB,EMEA,Fintech,retargeting,decision,6,6,2024-09-29 14:00:00,1,52.84,0,,,0.0
598,26,Mid-Market,APAC,Healthcare,organic_search,awareness,1,6,2024-01-17 10:00:00,0,0.0,0,,,0.0
598,26,Mid-Market,APAC,Healthcare,linkedin_ads,awareness,2,6,2024-01-27 10:00:00,1,48.99,0,,,0.0
598,26,Mid-Market,APAC,Healthcare,webinar,consideration,3,6,2024-02-02 14:00:00,1,206.82,0,,,0.0
598,26,Mid-Market,APAC,Healthcare,partner_referral,decision,4,6,2024-02-05 09:00:00,1,159.92,0,,,0.0
598,26,Mid-Market,APAC,Healthcare,email_nurture,decision,5,6,2024-02-07 11:00:00,1,4.39,0,,,0.0
598,26,Mid-Market,APAC,Healthcare,retargeting,decision,6,6,2024-02-10 16:00:00,1,20.62,0,,,0.0
599,19,SMB,North America,SaaS,linkedin_ads,awareness,1,6,2024-08-24 17:00:00,1,104.48,1,2024-10-06 17:00:00,43.0,21390.04
599,19,SMB,North America,SaaS,review_sites,consideration,2,6,2024-09-07 14:00:00,1,46.7,1,2024-10-06 17:00:00,29.12,21390.04
599,19,SMB,North America,SaaS,google_search,consideration,3,6,2024-09-20 13:00:00,1,43.48,1,2024-10-06 17:00:00,16.17,21390.04
599,19,SMB,North America,SaaS,webinar,consideration,4,6,2024-09-24 12:00:00,1,190.6,1,2024-10-06 17:00:00,12.21,21390.04
599,19,SMB,North America,SaaS,email_nurture,decision,5,6,2024-09-29 11:00:00,1,13.66,1,2024-10-06 17:00:00,7.25,21390.04
599,19,SMB,North America,SaaS,partner_referral,decision,6,6,2024-10-02 17:00:00,1,282.19,1,2024-10-06 17:00:00,4.0,21390.04
600,290,SMB,APAC,Logistics,organic_search,awareness,1,3,2024-03-28 17:00:00,0,0.0,0,,,0.0
600,290,SMB,APAC,Logistics,google_search,consideration,2,3,2024-04-04 15:00:00,1,61.27,0,,,0.0
600,290,SMB,APAC,Logistics,direct,decision,3,3,2024-04-17 12:00:00,0,0.0,0,,,0.0
601,1382,Mid-Market,APAC,Fintech,organic_search,awareness,1,4,2024-05-22 15:00:00,0,0.0,0,,,0.0
601,1382,Mid-Market,APAC,Fintech,google_search,consideration,2,4,2024-06-18 09:00:00,1,46.71,0,,,0.0
601,1382,Mid-Market,APAC,Fintech,partner_referral,decision,3,4,2024-07-05 15:00:00,1,180.73,0,,,0.0
601,1382,Mid-Market,APAC,Fintech,email_nurture,decision,4,4,2024-07-23 16:00:00,1,6.12,0,,,0.0
602,1221,Mid-Market,North America,Logistics,linkedin_ads,awareness,1,6,2024-05-21 13:00:00,1,53.04,0,,,0.0
602,1221,Mid-Market,North America,Logistics,webinar,consideration,2,6,2024-06-08 09:00:00,1,193.88,0,,,0.0
602,1221,Mid-Market,North America,Logistics,review_sites,consideration,3,6,2024-06-15 15:00:00,1,55.59,0,,,0.0
602,1221,Mid-Market,North America,Logistics,email_nurture,decision,4,6,2024-06-19 14:00:00,1,12.77,0,,,0.0
602,1221,Mid-Market,North America,Logistics,retargeting,decision,5,6,2024-06-22 16:00:00,1,42.65,0,,,0.0
602,1221,Mid-Market,North America,Logistics,direct,decision,6,6,2024-06-23 14:00:00,0,0.0,0,,,0.0
603,342,Mid-Market,APAC,SaaS,organic_search,awareness,1,3,2024-07-30 09:00:00,0,0.0,0,,,0.0
603,342,Mid-Market,APAC,SaaS,webinar,consideration,2,3,2024-09-05 11:00:00,1,138.59,0,,,0.0
603,342,Mid-Market,APAC,SaaS,retargeting,decision,3,3,2024-09-20 14:00:00,1,18.88,0,,,0.0
604,1291,Mid-Market,North America,Fintech,linkedin_ads,awareness,1,5,2024-08-28 11:00:00,1,61.09,0,,,0.0
604,1291,Mid-Market,North America,Fintech,organic_search,awareness,2,5,2024-09-07 11:00:00,0,0.0,0,,,0.0
604,1291,Mid-Market,North America,Fintech,review_sites,consideration,3,5,2024-09-19 16:00:00,1,56.53,0,,,0.0
604,1291,Mid-Market,North America,Fintech,partner_referral,decision,4,5,2024-11-21 14:00:00,1,156.62,0,,,0.0
604,1291,Mid-Market,North America,Fintech,email_nurture,decision,5,5,2024-11-23 14:00:00,1,14.54,0,,,0.0
605,1064,Enterprise,EMEA,Logistics,organic_search,awareness,1,6,2024-08-19 16:00:00,0,0.0,1,2024-11-04 16:00:00,77.0,178082.39
605,1064,Enterprise,EMEA,Logistics,webinar,consideration,2,6,2024-08-20 10:00:00,1,158.93,1,2024-11-04 16:00:00,76.25,178082.39
605,1064,Enterprise,EMEA,Logistics,retargeting,decision,3,6,2024-09-20 16:00:00,1,43.07,1,2024-11-04 16:00:00,45.0,178082.39
605,1064,Enterprise,EMEA,Logistics,email_nurture,decision,4,6,2024-09-27 12:00:00,1,6.59,1,2024-11-04 16:00:00,38.17,178082.39
605,1064,Enterprise,EMEA,Logistics,partner_referral,decision,5,6,2024-10-10 11:00:00,1,180.81,1,2024-11-04 16:00:00,25.21,178082.39
605,1064,Enterprise,EMEA,Logistics,direct,decision,6,6,2024-11-02 16:00:00,0,0.0,1,2024-11-04 16:00:00,2.0,178082.39
606,486,Mid-Market,North America,Retail,organic_search,awareness,1,3,2024-04-01 15:00:00,0,0.0,1,2024-04-23 17:00:00,22.08,52089.33
606,486,Mid-Market,North America,Retail,review_sites,consideration,2,3,2024-04-07 09:00:00,1,65.67,1,2024-04-23 17:00:00,16.33,52089.33
606,486,Mid-Market,North America,Retail,email_nurture,decision,3,3,2024-04-12 17:00:00,1,15.46,1,2024-04-23 17:00:00,11.0,52089.33
607,714,Enterprise,North America,Retail,linkedin_ads,awareness,1,7,2024-03-31 14:00:00,1,48.31,0,,,0.0
607,714,Enterprise,North America,Retail,webinar,consideration,2,7,2024-04-07 15:00:00,1,228.23,0,,,0.0
607,714,Enterprise,North America,Retail,review_sites,consideration,3,7,2024-04-19 10:00:00,1,33.6,0,,,0.0
607,714,Enterprise,North America,Retail,direct,decision,4,7,2024-04-29 09:00:00,0,0.0,0,,,0.0
607,714,Enterprise,North America,Retail,retargeting,decision,5,7,2024-05-04 09:00:00,1,35.72,0,,,0.0
607,714,Enterprise,North America,Retail,google_search,consideration,6,7,2024-05-11 15:00:00,1,51.02,0,,,0.0
607,714,Enterprise,North America,Retail,email_nurture,decision,7,7,2024-05-15 16:00:00,1,12.16,0,,,0.0
608,794,Mid-Market,APAC,Logistics,linkedin_ads,awareness,1,7,2024-03-19 16:00:00,1,58.78,0,,,0.0
608,794,Mid-Market,APAC,Logistics,webinar,consideration,2,7,2024-03-20 16:00:00,1,120.4,0,,,0.0
608,794,Mid-Market,APAC,Logistics,review_sites,consideration,3,7,2024-04-02 15:00:00,1,30.96,0,,,0.0
608,794,Mid-Market,APAC,Logistics,google_search,consideration,4,7,2024-04-11 11:00:00,1,91.82,0,,,0.0
608,794,Mid-Market,APAC,Logistics,email_nurture,decision,5,7,2024-04-13 14:00:00,1,12.43,0,,,0.0
608,794,Mid-Market,APAC,Logistics,retargeting,decision,6,7,2024-04-25 14:00:00,1,23.53,0,,,0.0
608,794,Mid-Market,APAC,Logistics,partner_referral,decision,7,7,2024-05-02 09:00:00,1,277.86,0,,,0.0
609,63,SMB,APAC,SaaS,linkedin_ads,awareness,1,8,2024-01-14 12:00:00,1,69.25,0,,,0.0
609,63,SMB,APAC,SaaS,google_search,consideration,2,8,2024-02-23 09:00:00,1,68.94,0,,,0.0
609,63,SMB,APAC,SaaS,webinar,consideration,3,8,2024-03-02 17:00:00,1,141.63,0,,,0.0
609,63,SMB,APAC,SaaS,direct,decision,4,8,2024-03-22 17:00:00,0,0.0,0,,,0.0
609,63,SMB,APAC,SaaS,email_nurture,decision,5,8,2024-03-31 15:00:00,1,6.05,0,,,0.0
609,63,SMB,APAC,SaaS,review_sites,consideration,6,8,2024-04-04 17:00:00,1,57.37,0,,,0.0
609,63,SMB,APAC,SaaS,partner_referral,decision,7,8,2024-04-25 13:00:00,1,274.21,0,,,0.0
609,63,SMB,APAC,SaaS,retargeting,decision,8,8,2024-05-02 12:00:00,1,29.53,0,,,0.0
610,1717,SMB,North America,Fintech,linkedin_ads,awareness,1,8,2024-07-23 13:00:00,1,71.44,0,,,0.0
610,1717,SMB,North America,Fintech,review_sites,consideration,2,8,2024-07-27 16:00:00,1,65.7,0,,,0.0
610,1717,SMB,North America,Fintech,google_search,consideration,3,8,2024-08-01 16:00:00,1,82.14,0,,,0.0
610,1717,SMB,North America,Fintech,webinar,consideration,4,8,2024-08-03 09:00:00,1,198.78,0,,,0.0
610,1717,SMB,North America,Fintech,partner_referral,decision,5,8,2024-08-14 11:00:00,1,301.97,0,,,0.0
610,1717,SMB,North America,Fintech,email_nurture,decision,6,8,2024-08-15 09:00:00,1,12.67,0,,,0.0
610,1717,SMB,North America,Fintech,direct,decision,7,8,2024-08-21 16:00:00,0,0.0,0,,,0.0
610,1717,SMB,North America,Fintech,retargeting,decision,8,8,2024-08-25 10:00:00,1,43.4,0,,,0.0
611,2061,Mid-Market,North America,SaaS,organic_search,awareness,1,6,2024-05-22 14:00:00,0,0.0,0,,,0.0
611,2061,Mid-Market,North America,SaaS,review_sites,consideration,2,6,2024-06-07 16:00:00,1,48.28,0,,,0.0
611,2061,Mid-Market,North America,SaaS,direct,decision,3,6,2024-06-09 16:00:00,0,0.0,0,,,0.0
611,2061,Mid-Market,North America,SaaS,retargeting,decision,4,6,2024-06-21 11:00:00,1,31.89,0,,,0.0
611,2061,Mid-Market,North America,SaaS,partner_referral,decision,5,6,2024-06-23 10:00:00,1,308.52,0,,,0.0
611,2061,Mid-Market,North America,SaaS,email_nurture,decision,6,6,2024-06-30 15:00:00,1,10.1,0,,,0.0
612,1131,Mid-Market,APAC,Retail,organic_search,awareness,1,5,2024-08-12 11:00:00,0,0.0,0,,,0.0
612,1131,Mid-Market,APAC,Retail,webinar,consideration,2,5,2024-08-15 16:00:00,1,120.06,0,,,0.0
612,1131,Mid-Market,APAC,Retail,partner_referral,decision,3,5,2024-08-17 11:00:00,1,137.74,0,,,0.0
612,1131,Mid-Market,APAC,Retail,direct,decision,4,5,2024-09-10 09:00:00,0,0.0,0,,,0.0
612,1131,Mid-Market,APAC,Retail,email_nurture,decision,5,5,2024-09-20 09:00:00,1,7.34,0,,,0.0
613,540,Enterprise,EMEA,Logistics,linkedin_ads,awareness,1,8,2024-07-11 11:00:00,1,52.02,0,,,0.0
613,540,Enterprise,EMEA,Logistics,google_search,consideration,2,8,2024-07-18 09:00:00,1,55.13,0,,,0.0
613,540,Enterprise,EMEA,Logistics,review_sites,consideration,3,8,2024-07-24 11:00:00,1,24.26,0,,,0.0
613,540,Enterprise,EMEA,Logistics,partner_referral,decision,4,8,2024-08-04 09:00:00,1,170.69,0,,,0.0
613,540,Enterprise,EMEA,Logistics,email_nurture,decision,5,8,2024-08-25 12:00:00,1,6.36,0,,,0.0
613,540,Enterprise,EMEA,Logistics,webinar,consideration,6,8,2024-09-01 09:00:00,1,225.97,0,,,0.0
613,540,Enterprise,EMEA,Logistics,retargeting,decision,7,8,2024-09-21 13:00:00,1,48.52,0,,,0.0
613,540,Enterprise,EMEA,Logistics,direct,decision,8,8,2024-09-25 11:00:00,0,0.0,0,,,0.0
614,1803,SMB,EMEA,Fintech,linkedin_ads,awareness,1,6,2024-04-13 10:00:00,1,100.64,1,2024-06-23 10:00:00,71.0,19632.2
614,1803,SMB,EMEA,Fintech,review_sites,consideration,2,6,2024-04-17 09:00:00,1,61.42,1,2024-06-23 10:00:00,67.04,19632.2
614,1803,SMB,EMEA,Fintech,webinar,consideration,3,6,2024-04-29 11:00:00,1,121.37,1,2024-06-23 10:00:00,54.96,19632.2
614,1803,SMB,EMEA,Fintech,direct,decision,4,6,2024-05-21 10:00:00,0,0.0,1,2024-06-23 10:00:00,33.0,19632.2
614,1803,SMB,EMEA,Fintech,email_nurture,decision,5,6,2024-06-08 15:00:00,1,8.65,1,2024-06-23 10:00:00,14.79,19632.2
614,1803,SMB,EMEA,Fintech,partner_referral,decision,6,6,2024-06-14 10:00:00,1,152.44,1,2024-06-23 10:00:00,9.0,19632.2
615,486,Mid-Market,EMEA,Fintech,linkedin_ads,awareness,1,6,2024-01-11 15:00:00,1,77.36,1,2024-03-18 12:00:00,66.88,43166.81
615,486,Mid-Market,EMEA,Fintech,organic_search,awareness,2,6,2024-02-19 15:00:00,0,0.0,1,2024-03-18 12:00:00,27.88,43166.81
615,486,Mid-Market,EMEA,Fintech,retargeting,decision,3,6,2024-02-20 16:00:00,1,54.25,1,2024-03-18 12:00:00,26.83,43166.81
615,486,Mid-Market,EMEA,Fintech,email_nurture,decision,4,6,2024-02-24 09:00:00,1,12.22,1,2024-03-18 12:00:00,23.12,43166.81
615,486,Mid-Market,EMEA,Fintech,google_search,consideration,5,6,2024-03-08 15:00:00,1,71.28,1,2024-03-18 12:00:00,9.88,43166.81
615,486,Mid-Market,EMEA,Fintech,direct,decision,6,6,2024-03-15 12:00:00,0,0.0,1,2024-03-18 12:00:00,3.0,43166.81
616,1409,SMB,North America,Manufacturing,organic_search,awareness,1,3,2024-06-24 16:00:00,0,0.0,0,,,0.0
616,1409,SMB,North America,Manufacturing,google_search,consideration,2,3,2024-07-08 12:00:00,1,52.73,0,,,0.0
616,1409,SMB,North America,Manufacturing,retargeting,decision,3,3,2024-07-22 11:00:00,1,23.43,0,,,0.0
